id,value
category.Manufacturing.Liu Xiucai & family,1500
category.Automotive.Lu Zhongfang,1500
category.Logistics.Lu Zongjun,1500
category.Diversified.Youssef Mansour,1500
category.Real Estate.Bruce Mathieson,1500
category.Diversified.Romano Minozzi,1500
category.Finance & Investments.Greg Mondre,1500
category.Fashion & Retail.Mario Moretti Polegato & family,1500
category.Service.Robert Mouawad,1500
category.Logistics.Jerry Moyes & family,1500
category.Technology.John Ocampo,1500
category.Diversified.Stefan Olsson,1500
category.Energy.Rubens Ometto Silveira Mello,1500
category.Finance & Investments.Anne Marie See Pastor,1500
category.Finance & Investments.George Pastor,1500
category.Finance & Investments.Nelson Peltz,1500
category.Construction & Engineering.David Penaloza Alanis,1500
category.Fashion & Retail.Karl-Johan Persson,1500
category.Food & Beverage.Mike Repole,1500
category.Food & Beverage.Duke Reyes,1500
category.Real Estate.Kishin RK,1500
category.Finance & Investments.Carlos Rodriguez-Pastor,1500
category.Finance & Investments.Christopher Rokos,1500
category.Service.John Ruiz,1500
category.Technology.Sheryl Sandberg,1500
category.Automotive.Amnon Shashua,1500
category.Media & Entertainment.Ben Silbermann,1500
category.Fashion & Retail.Ron Sim,1500
category.Finance & Investments.Leonid Simanovsky,1500
category.Healthcare.Basudeo Singh,1500
category.Technology.Frank Slootman,1500
category.Real Estate.Terry Snow,1500
category.Real Estate.Axel Stawski,1500
category.Finance & Investments.Thomas Steyer,1500
category.Fashion & Retail.Sergei Studennikov & family,1500
category.Real Estate.Su Suyu & family,1500
category.Technology.Kevin Systrom,1500
category.Food & Beverage.Tan Lili,1500
category.Food & Beverage.Tang Binsen,1500
category.Technology.Tang Rui,1500
category.Manufacturing.Prachak Tangkaravakoon,1500
category.Healthcare.Jeff Tangney,1500
category.Fashion & Retail.Yuequn Tao,1500
category.Telecom.David Teoh,1500
category.Manufacturing.Carmen Thyssen,1500
category.Automotive.Tran Ba Duong & family,1500
category.Telecom.Kenny Troutt,1500
category.Gambling & Casinos.Jens von Bahr,1500
category.Healthcare.Wang Junmin,1500
category.Healthcare.Weng Xianding,1500
category.Energy.Farris Wilks,1500
category.Real Estate.Gordon Wu,1500
category.Technology.Xiong Wu,1500
category.Media & Entertainment.Xu Zhenhua,1500
category.Technology.Xu Zhihan,1500
category.Food & Beverage.Tingdong Yang,1500
category.Service.Michael Minhong Yu,1500
category.Media & Entertainment.Justin Yuan,1500
category.Service.Zhang Bangxin,1500
category.Energy.Zhang Hong,1500
category.Fashion & Retail.Zhou Zongwen & family,1500
category.Diversified.Antti Aarnio-Wihuri,1400
category.Finance & Investments.Alberto Alcocer,1400
category.Fashion & Retail.Nigel Austin,1400
category.Technology.Binny Bansal,1400
category.Healthcare.Girdhari Lal Bawri,1400
category.Diversified.John Bloor,1400
category.Energy.Vladimir Bogdanov,1400
category.Food & Beverage.Amit Burman,1400
category.Metals & Mining.Cai Jianyong,1400
category.Technology.Steve Case,1400
category.Technology.Chen Wenyuan & family,1400
category.Real Estate.Chua Thian Poh,1400
category.Finance & Investments.Sasson Dayan & family,1400
category.Metals & Mining.Chris Ellison,1400
category.Manufacturing.John Farber,1400
category.Finance & Investments.J․ Christopher Flowers,1400
category.Fashion & Retail.Reinold Geiger,1400
category.Technology.Ali Ghodsi,1400
category.Diversified.Lance Gokongwei,1400
category.Food & Beverage.Guan Yihong,1400
category.Manufacturing.Rajinder Gupta,1400
category.Service.Torstein Hagen,1400
category.Construction & Engineering.Ayman Hariri,1400
category.Finance & Investments.Alfredo Harp Helu & family,1400
category.Automotive.He Xiaopeng,1400
category.Fashion & Retail.Christoph Henkel,1400
category.Fashion & Retail.Daniel Hirschfeld,1400
category.Technology.Drew Houston,1400
category.Manufacturing.Huang Jinxiang & family,1400
category.Manufacturing.Rameshchandra Jain,1400
category.Healthcare.Ke Zunhong & family,1400
category.Media & Entertainment.Kim Taek-jin,1400
category.Real Estate.Koh Wee Meng,1400
category.Manufacturing.Sergei Kolesnikov,1400
category.Finance & Investments.Hemendra Kothari,1400
category.Finance & Investments.Sebastian Kulczyk,1400
category.Real Estate.Kwee Liong Keng,1400
category.Real Estate.Kwee Liong Phing,1400
category.Real Estate.Kwee Liong Seen,1400
category.Real Estate.Kwee Liong Tek,1400
category.Diversified.Kwek Leng Keow,1400
category.Diversified.Kwek Leng Peck,1400
category.Real Estate.Raymond Kwok,1400
category.Diversified.Lee Ho-jin,1400
category.Finance & Investments.Michael Lee-Chin,1400
category.Service.Manfredi Lefebvre d'Ovidio & family,1400
category.Fashion & Retail.Bernard Lewis & family,1400
category.Metals & Mining.Li Jinyang,1400
category.Automotive.William Li,1400
category.Manufacturing.Jenny Lindén Urnes,1400
category.Healthcare.Liu Fangyi,1400
category.Technology.K․C․ Liu,1400
category.Manufacturing.Liu Ming Chung,1400
category.Metals & Mining.Anatoly Lomakin,1400
category.Food & Beverage.Brandt Louie,1400
category.Diversified.Lucia Maggi & family,1400
category.Media & Entertainment.Gary Magness,1400
category.Technology.Mao Lixiang & family,1400
category.Manufacturing.David McMurtry,1400
category.Manufacturing.Deepak Mehta,1400
category.Real Estate.Miao Shouliang,1400
category.Healthcare.Miao Yongjun,1400
category.Real Estate.Yoshiko Mori,1400
category.Technology.Marius Nacht,1400
category.Healthcare.Tadako Nakatani,1400
category.Metals & Mining.Vadim Novinsky,1400
category.Finance & Investments.Niti Osathanugrah,1400
category.Finance & Investments.Gretel Packer,1400
category.Manufacturing.Pan Longquan,1400
category.Real Estate.Pan Shiyi,1400
category.Healthcare.David Paul,1400
category.Fashion & Retail.Tom Persson,1400
category.Automotive.Qian Jinghong,1400
category.Manufacturing.Qin Long,1400
category.Healthcare.M․Satyanarayana Reddy,1400
category.Diversified.Mochtar Riady & family,1400
category.Fashion & Retail.Rihanna,1400
category.Construction & Engineering.Boris Rotenberg,1400
category.Real Estate.Subhash Runwal,1400
category.Manufacturing.Igor Rybakov,1400
category.Healthcare.Carlos Sanchez,1400
category.Real Estate.Martin Selig,1400
category.Energy.Airat Shaimiev,1400
category.Energy.Radik Shaimiev,1400
category.Fashion & Retail.Nobutoshi Shimamura,1400
category.Technology.Jared Smith,1400
category.Fashion & Retail.Charlotte Soderstrom,1400
category.Healthcare.Anand Surana,1400
category.Healthcare.Dilip Surana,1400
category.Finance & Investments.Wilma Tisch,1400
category.Technology.Jianyi Wang,1400
category.Logistics.Wang Jilei,1400
category.Manufacturing.Shuifu Wang,1400
category.Manufacturing.Wang Yanqing & family,1400
category.Metals & Mining.Wang Zelong,1400
category.Manufacturing.Werner O․ Weber,1400
category.Manufacturing.Anne Werninghaus,1400
"category.Finance & Investments.Alfred West, Jr․",1400
category.Manufacturing.Bo Wu,1400
category.Manufacturing.Wu Chaoqun,1400
category.Technology.Swift Xie,1400
category.Manufacturing.Xu Guozhong & family,1400
category.Food & Beverage.Yao Kuizhang,1400
category.Real Estate.Yu Peidi,1400
category.Healthcare.Yuan Liping,1400
category.Manufacturing.Zhang Chuanwei & family,1400
category.Real Estate.Zhang Keqiang,1400
category.Real Estate.Zhang Xin,1400
category.Manufacturing.Xinghai Zhang & family,1400
category.Manufacturing.Zheng Jianjiang & family,1400
category.Real Estate.Zhong Sheng Jian,1400
category.Fashion & Retail.Zhou Chengjian,1400
category.Diversified.Boris Zingarevich,1400
category.Automotive.A․ Jayson Adair,1300
category.Logistics.Soegiarto Adikoesoemo,1300
category.Healthcare.Rajendra Agarwal,1300
category.Healthcare.Chirayu Amin,1300
category.Real Estate.Anant Asavabhokhin,1300
category.Finance & Investments.Roman Avdeev,1300
category.Automotive.Ziv Aviram,1300
category.Fashion & Retail.Sachin Bansal,1300
category.Energy.Kiki Barki,1300
category.Construction & Engineering.Elena Baturina,1300
category.Healthcare.Banwari Lal Bawri,1300
category.Finance & Investments.Othman Benjelloun & family,1300
category.Diversified.Hari Bhartia,1300
category.Healthcare.Shyam Bhartia,1300
category.Technology.Stewart Butterfield,1300
category.Technology.Cai Mingtong,1300
category.Technology.Anthony Casalena,1300
category.Manufacturing.Chang Jianming & family,1300
category.Real Estate.Richard Chang,1300
category.Metals & Mining.Chen Xuehua,1300
category.Manufacturing.Chen Yin,1300
category.Automotive.Chin Jong Hwa,1300
category.Telecom.R․ Marcelo Claure,1300
category.Finance & Investments.Alberto Cortina,1300
category.Real Estate.Eduardo Costantini,1300
category.Food & Beverage.Wenjun Dai,1300
category.Technology.Anand Deshpande,1300
category.Media & Entertainment.Aydin Dogan,1300
category.Finance & Investments.Annalisa Doris,1300
category.Finance & Investments.Massimo Doris,1300
category.Healthcare.Weimin Du,1300
category.Energy.Timothy Dunn & family,1300
category.Media & Entertainment.Keiko Erikawa,1300
category.Media & Entertainment.Yoichi Erikawa,1300
category.Finance & Investments.Philip Fayer,1300
category.Real Estate.Marvy Finger,1300
category.Construction & Engineering.Simona Giorgetta,1300
category.Finance & Investments.Joel Greenberg,1300
category.Finance & Investments.He Zhiping,1300
category.Manufacturing.Heikki Herlin,1300
category.Real Estate.Hoi Kin Hong,1300
category.Finance & Investments.Lillyn Teh Li Hua,1300
category.Finance & Investments.Gregg Hymowitz,1300
category.Service.Mitchell Jacobson,1300
category.Manufacturing.Anurang Jain,1300
category.Manufacturing.Jiang Guiting & family,1300
category.Manufacturing.Jin Xin,1300
category.Finance & Investments.Conni Jonsson,1300
category.Finance & Investments.George Joseph,1300
category.Technology.Laurent Junique,1300
category.Diversified.Zbigniew Juroszek & family,1300
category.Technology.Alexander Karp,1300
category.Healthcare.Joe Kiani,1300
category.Finance & Investments.Seth Klarman,1300
category.Technology.Kagemasa Kozuki,1300
category.Technology.Michael Krasny,1300
category.Technology.Eduard Kucera,1300
category.Finance & Investments.Kristo Käärmann,1300
category.Fashion & Retail.Gary Lauder,1300
category.Technology.Lee Hae-jin,1300
category.Diversified.Art Levinson,1300
category.Food & Beverage.Li Denghai,1300
category.Diversified.Fengluan Li,1300
category.Manufacturing.Li Yongqing,1300
category.Manufacturing.Li Zhigang,1300
category.Healthcare.Liu Gexin & family,1300
category.Food & Beverage.Itamar Locks & family,1300
category.Media & Entertainment.Lu Hongyan,1300
category.Healthcare.Lv Jianming,1300
category.Food & Beverage.Blairo Maggi,1300
category.Diversified.Yasseen Mansour,1300
category.Fashion & Retail.Charlwin Mao,1300
category.Real Estate.George Marcus,1300
category.Healthcare.Yves-Loic Martin,1300
category.Finance & Investments.Carsten Maschmeyer,1300
category.Finance & Investments.Lillian Teh Li Ming,1300
category.Logistics.Martin Moller Nielsen,1300
category.Finance & Investments.Jahm Najafi,1300
category.Finance & Investments.Randal Nardone,1300
category.Food & Beverage.Nguyen Dang Quang,1300
category.Gambling & Casinos.Kazuo Okada,1300
category.Healthcare.John Oyler,1300
category.Finance & Investments.William Teh Lee Pang,1300
category.Manufacturing.George Pedersen & family,1300
category.Fashion & Retail.Qu Miranda,1300
category.Real Estate.Jupally Rameshwar Rao,1300
category.Logistics.G․ M․ Rao,1300
category.Healthcare.P․V․ Ramprasad Reddy,1300
category.Healthcare.Satish Reddy,1300
category.Fashion & Retail.Fernando Roig,1300
category.Diversified.Igor Rotenberg,1300
category.Manufacturing.Seifeddin Rustamov,1300
category.Diversified.Deniz Sahenk,1300
category.Food & Beverage.Nobutada Saji,1300
category.Gambling & Casinos.Hajime Satomi,1300
category.Technology.James Scapa,1300
category.Manufacturing.Stephan Schnabel,1300
category.Healthcare.Devi Shetty,1300
category.Diversified.Albert Shigaboutdinov,1300
category.Finance & Investments.Diana Teh Li Shing,1300
category.Food & Beverage.Denis Shtengelov,1300
category.Manufacturing.Fei Song,1300
category.Sports.Hal Steinbrenner,1300
category.Sports.Jessica Steinbrenner,1300
category.Sports.Jennifer Steinbrenner Swindal,1300
category.Metals & Mining.Konstantin Strukov & family,1300
category.Energy.Rustem Sulteev,1300
category.Food & Beverage.Clemens Toennies,1300
category.Food & Beverage.Robert Toennies,1300
category.Real Estate.John Van Lieshout,1300
category.Healthcare.Pongsak Viddayakorn,1300
category.Fashion & Retail.Wang Jianguo,1300
category.Service.Junjin Wang,1300
category.Manufacturing.Wang Mingwang,1300
category.Technology.Wei Lidong & family,1300
category.Fashion & Retail.Myron Wentz,1300
category.Manufacturing.Wu Xiaoge,1300
category.Diversified.Wu Xushun & family,1300
category.Healthcare.Xiong Xiaochuan,1300
category.Technology.Xu Shaochun,1300
category.Technology.Yan Jane & family,1300
category.Manufacturing.Zeng Chaoyi,1300
category.Service.Peng Zhao,1300
category.Service.Zhao Tongtong,1300
category.Metals & Mining.Kostyantin Zhevago,1300
category.Manufacturing.Zong Yanmin,1300
category.Finance & Investments.Sanjay Agarwal,1200
category.Finance & Investments.Hamad bin Jassim bin Jaber Al Thani,1200
category.Diversified.Joao Alves de Queiroz Filho,1200
category.Metals & Mining.Jose Maria Aristrain,1200
category.Finance & Investments.Michael Arougheti,1200
category.Technology.Tope Awotona,1200
category.Healthcare.Mehmet Aydinlar,1200
category.Real Estate.Danna Azrieli,1200
category.Real Estate.Naomi Azrieli,1200
category.Real Estate.Sharon Azrieli,1200
category.Energy.Bai Houshan,1200
category.Finance & Investments.Thomas Bailey,1200
category.Healthcare.Bernhard Braun-Luedicke,1200
category.Healthcare.Eva Maria Braun-Luedicke,1200
category.Healthcare.Friederike Braun-Luedicke,1200
category.Real Estate.Jeffrey Cheah,1200
category.Food & Beverage.Chen Xianbao & family,1200
category.Healthcare.Cheng Xianfeng,1200
category.Fashion & Retail.Chung Yong-jin,1200
category.Service.Darwin Deason,1200
category.Fashion & Retail.Diego Della Valle,1200
category.Manufacturing.Ashwin Desai,1200
category.Media & Entertainment.Richard Desmond,1200
category.Fashion & Retail.Ding Shui Po,1200
category.Fashion & Retail.Sefik Yilmaz Dizdar,1200
category.Media & Entertainment.Mathias Doepfner,1200
category.Manufacturing.Farhad Ebrahimi,1200
category.Diversified.Jose Roberto Ermirio de Moraes,1200
category.Diversified.Jose Ermirio de Moraes Neto,1200
category.Manufacturing.Fang Hongbo,1200
category.Manufacturing.David Feffer,1200
category.Manufacturing.Zsolt Felcsuti,1200
category.Fashion & Retail.Ben Francis,1200
category.Fashion & Retail.Gary Friedman,1200
category.Metals & Mining.Dan Gertler,1200
category.Manufacturing.Balkrishan Goenka,1200
category.Finance & Investments.Lawrence Golub,1200
category.Manufacturing.Saroj Rani Gupta,1200
category.Technology.Anthony Hall,1200
category.Construction & Engineering.Fahed Hariri,1200
category.Fashion & Retail.Richard Hayne,1200
category.Finance & Investments.Michael Heine,1200
category.Technology.Orion Hindawi,1200
category.Gambling & Casinos.Lawrence Ho,1200
category.Fashion & Retail.Huang Guanlin,1200
category.Technology.Sam Hupert,1200
category.Telecom.Mohammed Ibrahim,1200
category.Food & Beverage.Shirley Kao,1200
category.Finance & Investments.David Kaplan,1200
category.Fashion & Retail.Kim Kardashian,1200
category.Manufacturing.Ke Guihua,1200
category.Healthcare.Ke Yunfeng & family,1200
category.Real Estate.Alexander Klyachin,1200
category.Manufacturing.Christine Knauf,1200
category.Manufacturing.Karl Knauf,1200
category.Automotive.Suresh Krishna,1200
category.Media & Entertainment.Guy Laliberté,1200
category.Technology.Lee Su-jin,1200
category.Manufacturing.Li Guoqing,1200
category.Healthcare.Li Li,1200
category.Healthcare.Li Ruiqiang,1200
category.Manufacturing.Zhen Li & family,1200
category.Manufacturing.Guangwei Liang,1200
category.Energy.Liu Ming Hui,1200
category.Technology.Frederic Luddy,1200
"category.Food & Beverage.Cargill MacMillan, III․",1200
category.Food & Beverage.John MacMillan,1200
category.Food & Beverage.Martha MacMillan,1200
category.Food & Beverage.William MacMillan,1200
category.Diversified.Keshub Mahindra,1200
category.Manufacturing.Mao Zhongwu,1200
category.Construction & Engineering.Jorge Mas,1200
category.Diversified.Lorinc Meszaros,1200
category.Technology.Jeffrey Michael & family,1200
category.Healthcare.Alan Miller & family,1200
category.Automotive.Ulrich Mommert & family,1200
category.Diversified.Neide Helena de Moraes,1200
category.Finance & Investments.Scott Nuttall,1200
category.Manufacturing.Kailashchandra Nuwal,1200
category.Food & Beverage.Axel Oberwelland & family,1200
category.Technology.Jonathan Oringer,1200
category.Food & Beverage.Vitaly Orlov,1200
category.Real Estate.Jose Isaac Peres & family,1200
category.Media & Entertainment.Markus Persson,1200
category.Technology.Mark Pincus,1200
category.Diversified.Murdaya Poo,1200
category.Healthcare.Forrest Preston,1200
category.Food & Beverage.Qian Ying,1200
category.Manufacturing.Jimmy Rane,1200
category.Finance & Investments.Andrei Rappoport,1200
category.Food & Beverage.Hugo Ribeiro & family,1200
category.Finance & Investments.Bennett Rosenthal,1200
category.Real Estate.Atul Ruia,1200
category.Finance & Investments.Thomas Sandell,1200
category.Food & Beverage.Francesco Saputo,1200
category.Construction & Engineering.Dhruv Sawhney,1200
category.Finance & Investments.Gerald Schwartz,1200
category.Fashion & Retail.Antonio Luiz Seabra,1200
category.Technology.Eric Ya Shen,1200
category.Technology.Sytse 'Sid' Sijbrandij,1200
category.Automotive.Alexander Sixt,1200
category.Automotive.Konstantin Sixt,1200
category.Energy.Edwin Soeryadjaya,1200
category.Healthcare.Abhay Soi,1200
category.Technology.Mike Speiser,1200
category.Construction & Engineering.Marco Squinzi,1200
category.Construction & Engineering.Veronica Squinzi,1200
category.Finance & Investments.Michael Steinhardt,1200
category.Technology.Ion Stoica,1200
category.Metals & Mining.Eddy Sugianto,1200
category.Manufacturing.Luc Tack,1200
category.Food & Beverage.Tony Tan Caktiong,1200
category.Manufacturing.Xiuguo Tang,1200
category.Real Estate.Sam Tarascio,1200
category.Finance & Investments.Lina Tombolato,1200
category.Manufacturing.Ching Bor Tung,1200
category.Media & Entertainment.Joop van den Ende,1200
category.Finance & Investments.Ruben Vardanyan & family,1200
category.Fashion & Retail.Sandro Veronesi & family,1200
category.Real Estate.Thongma Vijitpongpun,1200
category.Finance & Investments.Thomas von Koch,1200
category.Healthcare.Wang Fuji,1200
category.Manufacturing.Wang Shih-Chung,1200
category.Manufacturing.Wang Xiaoshen,1200
category.Diversified.J․ Wayne Weaver,1200
category.Food & Beverage.Drorit Wertheim,1200
category.Finance & Investments.Cameron Winklevoss,1200
category.Finance & Investments.Tyler Winklevoss,1200
category.Manufacturing.Wu Chung-yi,1200
category.Finance & Investments.Eugene Wu,1200
category.Fashion & Retail.Wu Yonghua,1200
category.Manufacturing.Xia Xinde,1200
category.Manufacturing.Wenbo Xiang,1200
category.Food & Beverage.Xu Jin,1200
category.Manufacturing.Xu Shijun & family,1200
category.Service.Wanmao Xu,1200
category.Manufacturing.Xu Yuejuan,1200
category.Healthcare.Vadim Yakunin,1200
category.Fashion & Retail.Yang Yunyun,1200
category.Technology.Matei Zaharia,1200
category.Diversified.Zan Shengda,1200
category.Technology.Zhang Xuezheng,1200
category.Manufacturing.Zhang Yin,1200
category.Healthcare.Ning Zhao,1200
category.Manufacturing.Zhou Wen & family,1200
category.Construction & Engineering.Zhu Xingliang,1200
category.Fashion & Retail.Hari Krishan Agarwal,1100
category.Energy.Farkhad Akhmedov,1100
category.Healthcare.Prem Kumar Arora,1100
category.Finance & Investments.Joseph Bae,1100
category.Food & Beverage.Abigail Bennett,1100
category.Fashion & Retail.Sara Blakely,1100
category.Finance & Investments.Lloyd Blankfein,1100
category.Diversified.Henadiy Boholyubov,1100
category.Real Estate.Stephane Bonvin,1100
category.Diversified.Oleg Boyko,1100
category.Technology.Ryan Breslow,1100
category.Fashion & Retail.Thomas Bruch,1100
category.Technology.Marina Budiman,1100
category.Food & Beverage.Pradip Burman,1100
category.Healthcare.Cai Hongbin,1100
category.Manufacturing.Cao Kejian,1100
category.Food & Beverage.Giuliana Caprotti,1100
category.Food & Beverage.Marina Caprotti,1100
category.Technology.Chang Jing,1100
category.Healthcare.Chen Baohua,1100
category.Energy.Gang Chen,1100
category.Logistics.Liying Chen,1100
category.Technology.Tony Chen,1100
category.Manufacturing.Chen Xueling,1100
category.Food & Beverage.Cheng Lili,1100
category.Technology.Cho Jyh-jer,1100
category.Technology.Weili Dai,1100
category.Food & Beverage.Carmen Daurella Aguilera,1100
category.Manufacturing.Deng Yingzhong,1100
category.Finance & Investments.Shlomo Eliahu,1100
category.Finance & Investments.Henry Engelhardt,1100
category.Service.Gabriel Escarrer,1100
category.Manufacturing.Daniel Feffer,1100
category.Manufacturing.Ruben Feffer,1100
category.Telecom.Gleb Fetisov,1100
category.Fashion & Retail.Paul Fireman,1100
category.Fashion & Retail.Robert Fisher,1100
category.Fashion & Retail.Bernd Freier,1100
category.Manufacturing.Donald Friese,1100
category.Healthcare.Gan Zhongru,1100
category.Fashion & Retail.Rahul Gautam,1100
category.Finance & Investments.David Golub,1100
category.Real Estate.Pavel Golubkov,1100
category.Fashion & Retail.Cristina Green,1100
category.Fashion & Retail.Philip Green,1100
category.Energy.Said Gutseriev,1100
category.Service.Polys Haji-Ioannou,1100
category.Food & Beverage.He Zuxun,1100
category.Finance & Investments.Christian Herz,1100
category.Finance & Investments.Michaela Herz,1100
category.Technology.David Hindawi,1100
category.Technology.Huang Shan,1100
category.Technology.Huang Xiaofen & family,1100
category.Automotive.Hiroshi Ishibashi,1100
category.Gambling & Casinos.Masayuki Ishihara,1100
category.Finance & Investments.Chatchai Kaewbootta,1100
category.Finance & Investments.Nikhil Kamath,1100
category.Finance & Investments.Jonas Kamprad,1100
category.Finance & Investments.Mathias Kamprad,1100
category.Finance & Investments.Peter Kamprad,1100
category.Service.Fumio Kaneko,1100
category.Automotive.Sunjay Kapur,1100
category.Energy.Ali Metin Kazanci,1100
category.Healthcare.Kangbao Ke & family,1100
category.Sports.Carsten Koerl,1100
category.Technology.Koo Bon-sik,1100
category.Energy.Andrei Kosogov,1100
category.Manufacturing.Yogesh Kothari,1100
category.Healthcare.Arvind Lal,1100
category.Gambling & Casinos.Manuel Lao Hernández,1100
category.Construction & Engineering.Lee Joong-keun,1100
category.Finance & Investments.Nancy Lerner,1100
category.Finance & Investments.Norma Lerner,1100
category.Finance & Investments.Randolph Lerner,1100
category.Healthcare.Lin Zhijun,1100
category.Healthcare.Lin Zhixiong & family,1100
category.Manufacturing.Jeffrey Lorberbaum,1100
category.Telecom.Lu Rongfu,1100
category.Fashion & Retail.Lyu Yixiong,1100
category.Technology.Soichiro Minami,1100
category.Automotive.Pawan Munjal,1100
category.Automotive.Renu Munjal,1100
category.Automotive.Suman Munjal,1100
category.Energy.Dmitry Nikolaev,1100
category.Automotive.Sjamsul Nursalim,1100
category.Fashion & Retail.Adrian Paval,1100
category.Diversified.Antonio Percassi,1100
category.Fashion & Retail.Kevin Plank,1100
category.Healthcare.G․V․ Prasad,1100
category.Healthcare.Pu Zhongjie & family,1100
category.Healthcare.Rao Wei & family,1100
category.Service.Helena Revoredo,1100
category.Finance & Investments.Matthew Roszak,1100
category.Technology.Paul Sciarra,1100
category.Finance & Investments.Rajesh Sharma,1100
category.Energy.Dean Solon,1100
category.Finance & Investments.Michael Spencer,1100
category.Finance & Investments.Joseph Steinberg,1100
category.Food & Beverage.Zachary Stern,1100
category.Manufacturing.Manny Stul,1100
category.Technology.Sun Hongjun,1100
category.Manufacturing.Sun Weijie,1100
category.Technology.Sehat Sutardja,1100
category.Media & Entertainment.Min-Liang Tan,1100
category.Fashion & Retail.Tan Yu Yeh,1100
category.Automotive.Tang Aoqi & family,1100
category.Manufacturing.Vonnarat Tangkaravakoon,1100
category.Food & Beverage.Tsao Ter-fung,1100
category.Manufacturing.Tung Ching Sai,1100
category.Technology.Arkady Volozh,1100
category.Manufacturing.Peter-Alexander Wacker,1100
category.Food & Beverage.Wan Long,1100
category.Diversified.Wang Han,1100
category.Media & Entertainment.Lars Wingefors,1100
category.Manufacturing.Allan Wong,1100
category.Sports.Tiger Woods,1100
category.Fashion & Retail.Horst Wortmann,1100
category.Telecom.Wu Kaiting,1100
category.Manufacturing.Wu Li-gann,1100
category.Food & Beverage.Wu Xiangdong,1100
category.Healthcare.Xiu Laigui,1100
category.Healthcare.Xu Jiangnan,1100
category.Telecom.Xue Jiping,1100
category.Manufacturing.Yao Hsiao Tung,1100
category.Technology.Ye Qiongjiu,1100
category.Food & Beverage.Yanqiao Ye,1100
category.Manufacturing.Yeh Kuo-I,1100
category.Media & Entertainment.Yu Faxiang,1100
category.Metals & Mining.Zeng Chaolin,1100
category.Construction & Engineering.Kapeng Zhang,1100
category.Fashion & Retail.Zhang Xuansong,1100
category.Food & Beverage.Zhang Xuewu,1100
category.Technology.Zhu Yiming,1100
category.Manufacturing.Zhu Zhaojiang,1100
category.Manufacturing.Zhuo Jun,1100
category.Food & Beverage.Manohar Lal Agarwal,1000
category.Finance & Investments.Christian Angermayer,1000
category.Fashion & Retail.Ryuji Arai,1000
category.Healthcare.Anna Maria Braun,1000
category.Healthcare.Johanna Braun,1000
category.Healthcare.Karl Friedrich Braun,1000
category.Healthcare.Ludwig Theodor Braun,1000
category.Diversified.Ana Maria Brescia Cafferata,1000
category.Media & Entertainment.Jimmy Buffett,1000
category.Gambling & Casinos.Hideyuki Busujima,1000
category.Finance & Investments.Edouard Carmignac,1000
category.Logistics.Chang Kuo-Ming,1000
category.Manufacturing.Chen Jiancheng,1000
category.Media & Entertainment.Rui Chen,1000
category.Manufacturing.Chen Shiliang,1000
category.Technology.Tianqiao Chen,1000
category.Energy.Yuantai Chen,1000
category.Food & Beverage.Cheng Antares,1000
category.Manufacturing.Kochouseph Chittilappilly,1000
category.Real Estate.John Christodoulou,1000
category.Finance & Investments.Pollyanna Chu,1000
category.Diversified.Turgay Ciner,1000
category.Technology.Benoit Dageville,1000
category.Real Estate.Mark Dixon,1000
category.Technology.Du Yulin & family,1000
category.Healthcare.Feng Yuxia,1000
category.Healthcare.Benedicte Find,1000
category.Fashion & Retail.William Fisher,1000
category.Manufacturing.Gao Yunfeng,1000
category.Real Estate.Jianming Geng,1000
category.Finance & Investments.Sven Hagströmer,1000
category.Service.Clelia Haji-Ioannou,1000
category.Service.Stelios Haji-Ioannou,1000
category.Manufacturing.Hang Hong,1000
category.Manufacturing.He Yamin & family,1000
category.Energy.Ghan Djoe Hiang,1000
category.Technology.Hong Feng,1000
category.Fashion & Retail.Hong Seok-joh,1000
category.Healthcare.Hu Gengxi & family,1000
category.Technology.Danilo Iervolino,1000
category.Finance & Investments.Hedda im Brahm-Droege,1000
category.Manufacturing.Inder Jaisinghani,1000
category.Sports.LeBron James,1000
category.Fashion & Retail.Johan Johannson,1000
category.Technology.Morris Kahn,1000
category.Manufacturing.Ashok Kajaria,1000
category.Finance & Investments.Marcelo Kalim,1000
category.Sports.Ken Kendrick,1000
category.Technology.Brad Keywell,1000
category.Energy.Muhammed Aziz Khan,1000
category.Fashion & Retail.Kim Jung-woong,1000
category.Diversified.Ihor Kolomoyskyy,1000
category.Real Estate.Kong Jian Min,1000
category.Manufacturing.Koo Bon-neung,1000
category.Real Estate.Michael Kum,1000
category.Real Estate.Richard Kurtz,1000
category.Finance & Investments.Lev Kvetnoi,1000
category.Finance & Investments.Michiel Le Roux,1000
category.Technology.Li Wanqiang,1000
category.Fashion & Retail.Liu Baolin,1000
category.Healthcare.Loo Choon Yong,1000
category.Technology.Lu Yonghua & family,1000
category.Manufacturing.Ma Xiuhui,1000
category.Technology.Apoorva Mehta,1000
category.Manufacturing.Gabriella Meister,1000
category.Manufacturing.Ulrike Meister,1000
category.Construction & Engineering.Andrei Molchanov,1000
category.Manufacturing.Fulvio Montipò & family,1000
category.Finance & Investments.Stanley Motta,1000
category.Media & Entertainment.Tyler Perry,1000
category.Fashion & Retail.Réal Plourde,1000
category.Food & Beverage.Vera Rechulski Santo Domingo,1000
category.Energy.George Sakellaris,1000
category.Media & Entertainment.Eddy Kusnadi Sariaatmadja,1000
category.Technology.Neerja Sethi,1000
category.Technology.Scott Smith,1000
category.Service.Petter Stordalen & family,1000
